CORESTICKM159SFRBATL,Inflation Rate
3.65186106,0.0
3.673819411,0.6012920710625425
4.142163975,12.748165100268704
4.155828095,0.3298787803300396
4.088245437,-1.6262139928576613
4.545569347,11.186312491443484
4.753076334,4.565038417837619
4.9466066,4.071684366094175
4.948246979,0.0331617032169218
5.182592347,4.7359270665862985
5.399387944,4.183149715132317
5.706347843,5.6850869428840545
5.746196961,0.6983296338810341
5.749956071,0.06541909415067604
6.125157849,6.525298165186633
6.505620421,6.211473751033436
6.780633974,4.227322456629379
6.375966005,-5.967996068681458
6.389268621,0.20863687148846566
6.414746498,0.39876046088060946
6.834758299,6.547597806568839
6.560106336,-4.018459043975042
6.437390535,-1.87063737559513
6.402163808,-0.5472205982916867
6.592370014,2.97096749949326
7.053805927,6.99954511078813
6.993096123,-0.8606673422587363
6.817838113,-2.5061576005452557
6.947734731,1.905246440984243
7.151974844,2.939664810297149
7.00787567,-2.0148165666562523
7.114872285,1.5268052693634626
7.081263039,-0.47238017287895007
7.057638255,-0.33362387288662365
7.327620064,3.8253846293231586
7.342681298,0.2055405966528534
7.014858012,-4.464626376869873
6.329604979,-9.768594486556525
5.50160847,-13.08132990521651
5.306250794,-3.550919282338527
5.060279237,-4.635505680925056
5.239199701,3.5357824266250226
5.165044197,-1.4153975460382995
4.913620811,-4.867787697654813
4.672385308,-4.909526238979456
4.376576593,-6.3310000246238225
3.953153899,-9.674746574234128
3.677258309,-6.9791259599023325
3.728280469,1.387505465012473
3.841502967,3.036855701748431
4.057916253,5.633557694971847
3.971403024,-2.1319619136063173
3.863863418,-2.7078492248234665
3.488589959,-9.712389347195094
3.467340855,-0.6091029398620051
3.366129082,-2.9190026949340697
3.1247262,-7.171527773277475
3.331141241,6.605860091037741
3.268535943,-1.8793948821337336
3.147816809,-3.6933702460435147
2.842802671,-9.689704214296302
2.881142745,1.348671660932177
2.929374136,1.6740368412395235
3.031703085,3.4932017642419932
3.175423207,4.740573795339187
3.098743668,-2.4147817157399776
3.013319714,-2.7567286343221364
3.322713188,10.267528950298432
3.944607922,18.716473520675116
4.765238145,20.803847663113828
4.927794502,3.4112955544638446
5.30805948,7.716737738265356
5.845776926,10.130207621561915
6.291538116,7.625354091385317
6.816162733,8.33857488148768
7.104721156,4.233443864286923
7.728315605,8.777184006347216
8.616369341,11.490909292387785
9.526994824,10.568552100789063
10.103211029,6.0482472767637185
10.593110106,4.848944316750425
10.561468061,-0.29870401311204997
10.985727169,4.017046735828789
11.496042915,4.6452614210193754
11.624378564,1.1163462936672586
11.784135357,1.374325449919156
11.573788456,-1.785000720269636
11.698351766,1.0762535575412624
10.926931315,-6.594266153305894
10.432971739,-4.5205699730345605
9.76743143,-6.3792016852888604
8.920589927,-8.6700532178704
8.520421165,-4.485900206989745
8.109587525,-4.821752728463857
8.092959791,-0.20503797448070404
7.685189103,-5.038585369637849
7.691042386,0.07616316165486303
7.373666255,-4.126568481506743
7.334813689,-0.5269097441676918
6.847460223,-6.644387801300022
6.965887097,1.7295007220665015
